Timestamp,Lat,Lon,Distance
2025-03-30 12:36:51,423652336,-711366088,8.19
2025-03-30 12:36:52,423652321,-711366092,8.58
2025-03-30 12:36:52,423652326,-711366090,8.46
2025-03-30 12:36:54,423652323,-711366094,8.49
2025-03-30 12:36:54,423652321,-711366104,8.41
2025-03-30 12:36:55,423652326,-711366107,8.21
2025-03-30 12:36:56,423652328,-711366108,8.13
2025-03-30 12:36:58,423652330,-711366108,8.07
2025-03-30 12:36:58,423652331,-711366113,7.97
2025-03-30 12:37:00,423652332,-711366117,7.88
2025-03-30 12:37:00,423652331,-711366121,7.86
2025-03-30 12:37:02,423652334,-711366123,7.74
2025-03-30 12:37:03,423652334,-711366124,7.72
2025-03-30 12:37:03,423652332,-711366122,7.81
2025-03-30 12:37:04,423652332,-711366126,7.76
2025-03-30 12:37:05,423652335,-711366125,7.68
2025-03-30 12:37:06,423652338,-711366131,7.5
2025-03-30 12:37:07,423652337,-711366131,7.53
2025-03-30 12:37:08,423652339,-711366139,7.37
2025-03-30 12:37:09,423652341,-711366144,7.24
2025-03-30 12:37:10,423652342,-711366150,7.13
2025-03-30 12:37:11,423652340,-711366156,7.13
2025-03-30 12:37:12,423652342,-711366160,7.02
2025-03-30 12:37:13,423652349,-711366161,6.77
2025-03-30 12:37:14,423652353,-711366160,6.65
2025-03-30 12:37:15,423652352,-711366166,6.62
2025-03-30 12:37:16,423652354,-711366170,6.51
2025-03-30 12:37:17,423652357,-711366174,6.36
2025-03-30 12:37:18,423652362,-711366171,6.23
2025-03-30 12:37:19,423652368,-711366167,6.08
2025-03-30 12:37:20,423652370,-711366171,5.97
2025-03-30 12:37:21,423652372,-711366174,5.87
2025-03-30 12:37:22,423652374,-711366180,5.73
2025-03-30 12:37:23,423652373,-711366182,5.74
2025-03-30 12:37:24,423652372,-711366185,5.74
2025-03-30 12:37:25,423652368,-711366187,5.86
2025-03-30 12:37:26,423652368,-711366188,5.85
2025-03-30 12:37:27,423652366,-711366190,5.9
2025-03-30 12:37:28,423652365,-711366190,5.93
2025-03-30 12:37:29,423652361,-711366189,6.08
2025-03-30 12:37:30,423652356,-711366185,6.29
2025-03-30 12:37:31,423652352,-711366183,6.44
2025-03-30 12:37:32,423652348,-711366178,6.63
2025-03-30 12:37:33,423652345,-711366172,6.79
2025-03-30 12:37:34,423652341,-711366167,6.97
2025-03-30 12:37:35,423652338,-711366163,7.12
2025-03-30 12:37:36,423652333,-711366158,7.34
2025-03-30 12:37:37,423652329,-711366150,7.56
2025-03-30 12:37:38,423652326,-711366143,7.74
2025-03-30 12:37:39,423652322,-711366137,7.94
2025-03-30 12:37:40,423652314,-711366133,8.25
2025-03-30 12:37:41,423652306,-711366127,8.58
2025-03-30 12:37:42,423652309,-711366121,8.56
2025-03-30 12:37:43,423652306,-711366119,8.68
2025-03-30 12:37:44,423652303,-711366112,8.87
2025-03-30 12:37:45,423652306,-711366109,8.81
2025-03-30 12:37:46,423652306,-711366105,8.86
2025-03-30 12:37:47,423652308,-711366100,8.87
