Timestamp,Lat,Lon,Angle,Distance
2025-03-30 12:51:11,423652106,-711365992,333.61,16.74
2025-03-30 12:51:12,423652106,-711365991,333.53,16.75
2025-03-30 12:51:13,423652106,-711365991,333.53,16.75
2025-03-30 12:51:14,423652106,-711365991,333.53,16.75
2025-03-30 12:51:15,423652106,-711365992,333.61,16.74
2025-03-30 12:51:16,423652105,-711365992,333.67,16.77
2025-03-30 12:51:17,423652104,-711365991,333.64,16.82
2025-03-30 12:51:18,423652103,-711365989,333.53,16.87
2025-03-30 12:51:19,423652102,-711365988,333.5,16.92
2025-03-30 12:51:20,423652099,-711365988,333.67,17.01
2025-03-30 12:51:21,423652099,-711365987,333.59,17.03
2025-03-30 12:51:22,423652098,-711365985,333.48,17.08
2025-03-30 12:51:23,423652095,-711365984,333.56,17.19
2025-03-30 12:51:24,423652093,-711365982,333.51,17.28
2025-03-30 12:51:25,423652092,-711365981,333.48,17.33
2025-03-30 12:51:26,423652091,-711365979,333.38,17.38
2025-03-30 12:51:27,423652089,-711365977,333.33,17.47
2025-03-30 12:51:28,423652088,-711365975,333.22,17.53
2025-03-30 12:51:29,423652086,-711365974,333.25,17.61
2025-03-30 12:51:30,423652085,-711365972,333.15,17.66
2025-03-30 12:51:31,423652085,-711365970,332.99,17.69
2025-03-30 12:51:32,423652086,-711365969,332.86,17.67
2025-03-30 12:51:33,423652086,-711365968,332.78,17.68
2025-03-30 12:51:34,423652086,-711365966,332.63,17.71
2025-03-30 12:51:35,423652086,-711365965,332.55,17.72
2025-03-30 12:51:36,423652085,-711365963,332.45,17.78
2025-03-30 12:51:37,423652084,-711365961,332.35,17.83
2025-03-30 12:51:38,423652081,-711365960,332.44,17.94
2025-03-30 12:51:39,423652080,-711365959,332.42,17.99
2025-03-30 12:51:40,423652079,-711365958,332.39,18.03
2025-03-30 12:51:41,423652077,-711365957,332.42,18.11
2025-03-30 12:51:42,423652077,-711365956,332.35,18.12
2025-03-30 12:51:43,423652076,-711365956,332.4,18.15
2025-03-30 12:51:44,423652073,-711365956,332.56,18.25
2025-03-30 12:51:45,423652069,-711365956,332.77,18.38
2025-03-30 12:51:46,423652067,-711365956,332.87,18.45
2025-03-30 12:51:47,423652065,-711365956,332.98,18.51
2025-03-30 12:51:48,423652064,-711365958,333.18,18.52
2025-03-30 12:51:49,423652065,-711365959,333.2,18.47
2025-03-30 12:51:50,423652065,-711365961,333.35,18.45
2025-03-30 12:51:51,423652065,-711365961,333.35,18.45
2025-03-30 12:51:52,423652065,-711365962,333.43,18.44
2025-03-30 12:51:53,423652065,-711365962,333.43,18.44
2025-03-30 12:51:54,423652066,-711365962,333.37,18.4
2025-03-30 12:51:55,423652066,-711365962,333.37,18.4
2025-03-30 12:51:56,423652066,-711365963,333.45,18.39
2025-03-30 12:51:57,423652066,-711365963,333.45,18.39
2025-03-30 12:51:58,423652066,-711365964,333.52,18.38
2025-03-30 12:51:59,423652066,-711365963,333.45,18.39
2025-03-30 12:52:00,423652067,-711365962,333.32,18.37
2025-03-30 12:52:01,423652068,-711365963,333.35,18.33
2025-03-30 12:52:02,423652069,-711365964,333.37,18.28
2025-03-30 12:52:03,423652070,-711365964,333.32,18.25
2025-03-30 12:52:04,423652071,-711365964,333.27,18.22
2025-03-30 12:52:05,423652073,-711365964,333.17,18.15
2025-03-30 12:52:06,423652074,-711365965,333.19,18.11
2025-03-30 12:52:07,423652077,-711365965,333.03,18.01
2025-03-30 12:52:08,423652079,-711365966,333.0,17.93
2025-03-30 12:52:09,423652079,-711365967,333.08,17.92
2025-03-30 12:52:10,423652081,-711365969,333.13,17.83
2025-03-30 12:52:11,423652082,-711365971,333.23,17.77
2025-03-30 12:52:12,423652082,-711365972,333.31,17.76
2025-03-30 12:52:13,423652082,-711365972,333.31,17.76
2025-03-30 12:52:14,423652081,-711365971,333.28,17.81
2025-03-30 12:52:15,423652078,-711365970,333.36,17.92
2025-03-30 12:52:16,423652076,-711365970,333.47,17.98
2025-03-30 12:52:17,423652075,-711365969,333.44,18.03
2025-03-30 12:52:18,423652072,-711365968,333.52,18.14
2025-03-30 12:52:19,423652071,-711365968,333.57,18.17
2025-03-30 12:52:20,423652069,-711365966,333.52,18.26
2025-03-30 12:52:21,423652068,-711365965,333.5,18.3
2025-03-30 12:52:22,423652067,-711365964,333.47,18.35
2025-03-30 12:52:23,423652068,-711365964,333.42,18.32
2025-03-30 12:52:24,423652068,-711365964,333.42,18.32
2025-03-30 12:52:25,423652069,-711365964,333.37,18.28
2025-03-30 12:52:26,423652069,-711365965,333.45,18.27
2025-03-30 12:52:27,423652068,-711365964,333.42,18.32
2025-03-30 12:52:28,423652068,-711365965,333.5,18.3
2025-03-30 12:52:29,423652069,-711365966,333.52,18.26
2025-03-30 12:52:30,423652071,-711365965,333.35,18.21
2025-03-30 12:52:31,423652072,-711365965,333.29,18.17
2025-03-30 12:52:32,423652073,-711365964,333.17,18.15
2025-03-30 12:52:33,423652074,-711365963,333.04,18.13
2025-03-30 12:52:34,423652075,-711365962,332.91,18.11
2025-03-30 12:52:35,423652075,-711365960,332.76,18.14
2025-03-30 12:52:36,423652074,-711365960,332.81,18.17
2025-03-30 12:52:37,423652074,-711365961,332.89,18.16
2025-03-30 12:52:38,423652073,-711365960,332.86,18.2
2025-03-30 12:52:39,423652072,-711365960,332.92,18.23
2025-03-30 12:52:40,423652072,-711365960,332.92,18.23
2025-03-30 12:52:41,423652071,-711365960,332.97,18.27
2025-03-30 12:52:42,423652070,-711365960,333.02,18.3
2025-03-30 12:52:43,423652069,-711365961,333.15,18.32
2025-03-30 12:52:44,423652068,-711365961,333.2,18.35
2025-03-30 12:52:45,423652068,-711365961,333.2,18.35
2025-03-30 12:52:46,423652069,-711365962,333.22,18.31
2025-03-30 12:52:47,423652069,-711365963,333.3,18.29
2025-03-30 12:52:48,423652070,-711365964,333.32,18.25
2025-03-30 12:52:49,423652070,-711365965,333.4,18.24
2025-03-30 12:52:50,423652070,-711365965,333.4,18.24
2025-03-30 12:52:51,423652071,-711365965,333.35,18.21
2025-03-30 12:52:52,423652071,-711365967,333.5,18.18
2025-03-30 12:52:53,423652072,-711365970,333.67,18.11
2025-03-30 12:52:54,423652072,-711365971,333.75,18.1
2025-03-30 12:52:55,423652073,-711365973,333.85,18.04
2025-03-30 12:52:56,423652072,-711365975,334.06,18.05
2025-03-30 12:52:57,423652072,-711365976,334.13,18.04
2025-03-30 12:52:58,423652072,-711365977,334.21,18.03
2025-03-30 12:52:59,423652072,-711365977,334.21,18.03
2025-03-30 12:53:00,423652072,-711365978,334.29,18.02
2025-03-30 12:53:01,423652072,-711365978,334.29,18.02
2025-03-30 12:53:02,423652071,-711365979,334.42,18.04
2025-03-30 12:53:03,423652069,-711365979,334.52,18.11
2025-03-30 12:53:04,423652067,-711365980,334.69,18.16
2025-03-30 12:53:05,423652066,-711365980,334.74,18.19
2025-03-30 12:53:06,423652065,-711365980,334.79,18.23
2025-03-30 12:53:07,423652065,-711365980,334.79,18.23
2025-03-30 12:53:08,423652064,-711365980,334.84,18.26
2025-03-30 12:53:10,423652064,-711365981,334.92,18.25
2025-03-30 12:53:11,423652060,-711365981,335.11,18.38
2025-03-30 12:53:12,423652059,-711365979,335.0,18.44
2025-03-30 12:53:13,423652057,-711365978,335.02,18.51
2025-03-30 12:53:14,423652055,-711365977,335.04,18.59
2025-03-30 12:53:15,423652055,-711365977,335.04,18.59
2025-03-30 12:53:16,423652055,-711365976,334.97,18.6
2025-03-30 12:53:17,423652055,-711365975,334.89,18.61
2025-03-30 12:53:18,423652056,-711365975,334.85,18.58
2025-03-30 12:53:19,423652058,-711365976,334.82,18.5
2025-03-30 12:53:20,423652061,-711365976,334.68,18.4
2025-03-30 12:53:21,423652063,-711365977,334.66,18.33
2025-03-30 12:53:22,423652064,-711365978,334.69,18.28
2025-03-30 12:53:23,423652065,-711365977,334.56,18.26
2025-03-30 12:53:24,423652063,-711365980,334.89,18.29
2025-03-30 12:53:25,423652062,-711365987,335.47,18.25
